2014-2015,852,Work/Employment,36
2014-2015,872,Pri Hlth Care Mgmt Adult,0
2014-2015,873,Acute Illness Management,0
2014-2015,885,Project or Thesis Guidance,0
2014-2015,886,Independent Study,1
2014-2015,887,Nur Anesth Clinical 1,0
2014-2015,888,Nur Anesth Clinical 2,0
2014-2015,889,Nur Anesth Clinical 3,0
2014-2015,890,Nur Anesth Clinical 4,0
2014-2015,891,Nur Anesth Clinical 5,0
2014-2015,895,ADULT GERO CS PRAC I,0
2014-2015,897,ADULT GERO CS PRAC II,0
2014-2015,903,ADLT GERO PRIM CARE PRAC,0
2014-2015,904,ADLT GERO ACUTE ILL PRAC,0
2014-2015,909,Psych/Mental Clinical 1,0
2014-2015,911,Psych/Mental Clinical 2,0
2014-2015,924,Land Use & Physical Plng,50
2014-2015,925,Projects in Physical Plng,48
2014-2015,927,Comp Intrntl Dvlpmnt Plng,-2
2014-2015,929,Envir Plng Meth,0
2014-2015,931,Arch & Urban Planning Practicm,0
2014-2015,933,Econometrics 1,318
2014-2015,935,Undergr Supervised Teach,0
2014-2015,936,Internship in Economics,0
2014-2015,938,Undergraduate Research,1
2014-2015,939,Independent Study,-1
2014-2015,949,Clin Pharm of Anesthesia,-25
2014-2015,953,Info Tech Hlthcre Edu Lab,-30
2014-2015,954,Information Technology,0
2014-2015,955,Seminar in Grantsmanship,0
2014-2015,957,Quantitative Methods,0
2014-2015,959,Adv Qual Res Meth,0
2014-2015,960,Doc Dissertation Guidance,0
2014-2015,961,Adv Theory Const & Devel,0
2014-2015,962,State of Nursing Science,-12
2014-2015,963,Dissertation Seminar,0
2014-2015,966,Psycho-Soc Meas&Quest Cnst,0
2014-2015,967,Professional Role,0
2014-2015,968,Res Prac,0
2014-2015,969,Interpretive Phenomenology,0
2014-2015,970,Philosophy of Inquiry,0
2014-2015,1010,Drug Discovery Principles,-9
2014-2015,1018,Undergraduate Research,1
2014-2015,1020,Independent Study,0
2014-2015,1021,Drug Discovery Principles,-51
2014-2015,1024,Analysis/Quantitv Rsrch 1,0
2014-2015,1025,Analysis/Quantitv Rsrch 2,0
2014-2015,1030,Social Dance 2,20
2014-2015,1031,Hatha Yoga 1,-120
2014-2015,1032,Hatha Yoga 2,120
2014-2015,1033,Hatha Yoga 3,-40
2014-2015,1034,Tai Chi 1,-20
2014-2015,1037,Beginning Badminton,154
2014-2015,1043,Soccer,0
2014-2015,1046,Aerobic Exercise,1136
2014-2015,1047,Swimming Fitness,90
2014-2015,1048,Introduction to Ballet,20
2014-2015,1052,Intro Well Theoprac,-153
2014-2015,1054,Org & Admin Rec Sports,0
2014-2015,1056,Beging Contemporary Dance,0
2014-2015,1058,First Aid Personal Safety,-48
2014-2015,1059,Health Sc. Ap.l to Coaching,-21
2014-2015,1061,Theors & Tech of Coaching,-80
2014-2015,1069,UGE TA,0
2014-2015,1070,Recreation Internship,0
2014-2015,1071,Independent Study,21
2014-2015,1078,Field Ecology,0
2014-2015,1080,Environmental Politics,0
2014-2015,1082,Issues in Dev. Disabilities,0
2014-2015,1087,Great Lakes Ecology,0
2014-2015,1096,Violence and the Family,2
2014-2015,1109,The Aging Process,0
2014-2015,1110,The Family Process,0
2014-2015,1116,Energy Environ & Society,-10
2014-2015,1117,Human Service Admin,0
2014-2015,1118,Cog Sci Colloquium,0
2014-2015,1121,Law & the Environment,10
2014-2015,1122,Health Care & Elderly,-10
2014-2015,1126,Grantwriting Nonprofits,43
2014-2015,1128,Thesis Guidance,0
2014-2015,1171,Computing for Env Analysis,0
2014-2015,1174,Env Dsn Workshop 2,0
2014-2015,1178,Real Estate Development Fundam,-17
2014-2015,1179,Strategies Property Management,-16
2014-2015,1191,Central City Revitalizatn,0
2014-2015,1194,Env Dsn Workshop 3,0
2014-2015,1199,Legal Issues Planng & Dev,0
2014-2015,1202,Designing Inclusive Environmnt,54
2014-2015,1203,Project Physcl Planng & Design,48
2014-2015,1211,Urban Design Topics,0
2014-2015,1216,Visions of the City,-3
2014-2015,1218,Env Dsn Internship,-79
2014-2015,1220,Research Projects Env Dsn,6
2014-2015,1222,Independent Study,0
2014-2015,1223,Evolution of Urban Struct,0
2014-2015,1228,Financial Economics 1,-12
2014-2015,1229,Financial Economics 2,-28
2014-2015,1230,Empir Mtds Finan Eco,52
2014-2015,1231,Eco of Asset Valuation,-4
2014-2015,1236,Econometrics 1,-96
2014-2015,1240,Pract in Fin Econ 1,37
2014-2015,1241,Pract in Fin Econ 2,49
2014-2015,1243,Econ of Risk Management,60
2014-2015,1244,Intern Applied Econ,-3
2014-2015,1245,Independent Research,1
2014-2015,1246,Independent Research,-1
2014-2015,1247,Macroeconomic Theory 1,0
2014-2015,1248,Macroeconomic Theory 2,0
2014-2015,1249,Math for Economists 1,0
2014-2015,1250,Math for Economists 2,0
2014-2015,1251,Intro to Econometrics,0
2014-2015,1252,Econometric Applic & Meth,0
2014-2015,1253,Microeconomic Theory 1,0
2014-2015,1254,Microeconomic Theory 2,0
2014-2015,1255,Applied Skills Supervisn,0
2014-2015,1256,Supervised Teaching,0
2014-2015,1257,Thesis Guidance,0
2014-2015,1291,Supervised Research,0
2014-2015,1292,Supervised Research,0
2014-2015,1294,World Regions & Issues,-250
2014-2015,1295,Earth Systems Science,-7
2014-2015,1296,Intro to Human Geography,0
2014-2015,1297,Global Econ Geographies,28
2014-2015,1298,Global Climate Change,91
2014-2015,1300,Maps: Earth From Above,184
2014-2015,1324,Dynamics of Internat Bus,0
2014-2015,1326,International Trade,350
2014-2015,1327,International Bus Cultures,250
2014-2015,1331,Water Resources,0
2014-2015,1339,Supervised Teaching I,0
2014-2015,1340,Qualitative Tech for Education,54
2014-2015,1342,Seminar in Teaching,242
2014-2015,1346,Digital Media in Education,0
2014-2015,1348,Undrstnd/Tch Sec Lang Clt,0
2014-2015,1349,Assess Sec Lang Profency,-10
2014-2015,1352,Tchg Eng Sec Lang:Practcm,2
2014-2015,1354,Instruct Stratg Sp Nd/Gft,-40
2014-2015,1355,Dept Prac in Univ Tchg,0
2014-2015,1358,Research Analysis Exam,0
2014-2015,1360,Instructl Stratgs Inc Cls,-53
2014-2015,1362,Indiv Guidnc Capstn Event,-24
2014-2015,1363,Indiv Guidnc Thesis,0
2014-2015,1364,Indiv Guidnc Dissertation,-48
2014-2015,1365,Independent Study,30
2014-2015,1366,Char & Needs Gifted Learn,0
2014-2015,1367,Differentiate Instruction,0
2014-2015,1368,Assess Gifted Students,0
2014-2015,1369,Curr Dev Gifted,0
2014-2015,1371,Career Planning,0
2014-2015,1372,Basic Stat & Computing,-50
2014-2015,1373,Educational Psychology,-150
2014-2015,1374,Intro Counseling,21
2014-2015,1376,Intro to Grief & Loss,40
2014-2015,1377,Intro to Rehabilitation,2
2014-2015,1379,Independent Study,-10
2014-2015,1380,Fundamentals of Educ Res,0
2014-2015,1381,Psych Foundations of Educ,38
2014-2015,1383,Tests and Measurements,-60
2014-2015,1384,Group in Schools,0
2014-2015,1385,Intro to Educ Tech,15
2014-2015,1388,Ed & Psych Measurement,0
2014-2015,1389,Psychometric Theory in Ed,65
2014-2015,1398,Mental Health Counseling,0
2014-2015,1399,Stat Meth Ed Inference 1,-38
2014-2015,1400,Statistical Mthds Inference II,0
2014-2015,1404,Large Database Analysis,0
2014-2015,1405,Hierarchical Linear Model,0
2014-2015,1408,Understndng Stat Resrch,19
2014-2015,1415,Human Growth & Development,10
2014-2015,1422,Coaching for Wellness,0
2014-2015,1425,Sch-Wide Prac Diverse Lrnrs,-20
2014-2015,1431,Wilderness,-7
2014-2015,1432,Child Mental Health,-1
2014-2015,1433,Health Law,9
2014-2015,1434,Wildlife Management,-9
2014-2015,1435,Environmental Movements,25
2014-2015,1453,Internship,-10
2014-2015,1463,Intro to Anthropology,224
2014-2015,1464,Intro:Cultural Anthropology,-24
2014-2015,1465,Intro to Physical APY,121
2014-2015,1466,Intro to Archaeology,-277
2014-2015,1513,Human Genetics,0
2014-2015,1530,Urban Planng & Env Change,48
2014-2015,1531,American Urbanism & Landscape,-16
2014-2015,1532,Race,14
2014-2015,1533,Plng Concepts & Controver,-4
2014-2015,1537,Research Methods in Plng,82
2014-2015,1538,Quant Methods for Plng,0
2014-2015,1546,Financing Develpmnt Projects 1,0
2014-2015,1547,Site Planning & Design,168
2014-2015,1550,Found Historic Preservatn,-48
2014-2015,1560,Econ Concepts & Contexts,0
2014-2015,1564,Central City Revitalizatn,0
2014-2015,1566,Internship,14
2014-2015,1575,Planning Law,0
2014-2015,1621,Field and Lab Techniques,0
2014-2015,1622,Introduction to Soils,-36
2014-2015,1626,Forest Ecology,-184
2014-2015,1631,Urban Geography,-159
2014-2015,1643,Enterprise Models,-45
2014-2015,1644,Globl Info Tech Infra Mgt,-2
2014-2015,1647,IT for Managers,0
2014-2015,1649,Management of GDS,0
2014-2015,1650,Database Mgt Systems,4
2014-2015,1651,Systems Anal & Design,-2
2014-2015,1654,Decision Support Systems,0
2014-2015,1658,Management of IT Projects,20
2014-2015,1666,Supervised Research,0
2014-2015,1667,MIS Practicum,0
2014-2015,1669,Information Assurance,30
2014-2015,1671,Managing Computr Networks,0
2014-2015,1672,Distributed Computing,-19
2014-2015,1673,Seminar On E-Commerce,0
2014-2015,1682,Management Systems Resrch,-10
2014-2015,1684,Productn & Operatns Mgmt,-1
2014-2015,1685,Supply Chain Management,-171
2014-2015,1687,Entrepreneurship & Sm Bus,-40
2014-2015,1688,Fund of Strategic Mgt,-63
2014-2015,1689,Business Forecasting,-6
2014-2015,1692,Econ Methods for Mgmt 1,0
2014-2015,1693,Econ Methods for Mgmt 2,0
2014-2015,1697,Operations & Service Mgmt,0
2014-2015,1698,Productn & Inventn Planng,0
2014-2015,1699,Strat Quality Mgt,12
2014-2015,1700,Supply Chains & Glob Oper,0
2014-2015,1701,Project Management,42
2014-2015,1703,Purchasing & Supply Mgt,-42
2014-2015,1704,Logististics & Dstrb Mgt,0
2014-2015,1705,Strategic Management,0
2014-2015,1719,Independent Study,0
2014-2015,1817,Intro Sp-Lang Path & Aud,38
2014-2015,1860,Internship Program,0
2014-2015,1861,Honors Program,0
2014-2015,1864,Independent Study,-3
2014-2015,1870,Basic Stat for Soc Sci,0
2014-2015,1894,Research Proposal,0
2014-2015,1895,Independent Studies,0
2014-2015,1897,Advanced Hearing Science,-35
2014-2015,1903,Diagnostic Audiology 1,0
2014-2015,1904,Diagnostic Audiology 2,0
2014-2015,1908,Hearing Aid Evaluation,-22
2014-2015,1909,Hearing AIDS 2,0
2014-2015,1911,Voice Disorders,-12
2014-2015,1914,Lang Disorders in Childrn,-9
2014-2015,1915,Lang Disorders in Adults,-2
2014-2015,1923,Dysphagia,0
2014-2015,1929,Practicum: Audiology 1,0
2014-2015,1930,Practicum: Audiology 2,0
2014-2015,1933,Practicum: Sp & Lang 1,0
2014-2015,1934,Soc of Theory,1
2014-2015,1935,Soc Theory,9
2014-2015,1943,Special Topics,0
2014-2015,1962,Inflammation and Cancer,0
2014-2015,1965,Molecular Parasitology,0
2014-2015,1967,Host-Pathogen Interaction,0
2014-2015,1968,Recombination and Repair,0
2014-2015,1969,Immunology/Immunobiology,0
2014-2015,1972,Tumor Immunesuppression,0
2014-2015,1975,Molecular Virology,0
2014-2015,1977,Microbial Pathogenesis,0
2014-2015,1978,Carbohydrate Immunology,0
2014-2015,1979,Microbial Path/Immunology,0
2014-2015,1983,Molecular Parasitology,0
2014-2015,1988,Molecular Virology,0
2014-2015,1989,Molecular Virology,0
2014-2015,1990,Tumor Immunology,0
2014-2015,1993,Fungal Pathogenesis,0
2014-2015,2003,Molecular Parasitology,0
2014-2015,2005,Mucosal Immunoregulation,0
2014-2015,2009,Mucosal Immunology,0
2014-2015,2012,Thesis Guidance,0
2014-2015,2022,Intro to NMT,-16
2014-2015,2023,Intro Entrepreneurship,5
2014-2015,2032,Intro to Financial Accounting,244
2014-2015,2033,Intro to Management Accounting,258
2014-2015,2035,Inter Financial Acctg I,-60
2014-2015,2036,Inter Financial Acctg II,-84
2014-2015,2037,Communication for Accountants,84
2014-2015,2039,Fin Reporting & Analysis,4
2014-2015,2040,Accounting Information Systems,-190
2014-2015,2041,Cost Accounting,-31
2014-2015,2043,Auditing,0
2014-2015,2044,Intro to Federal Income Taxes,84
2014-2015,2045,Advanced Financial Accounting,110
2014-2015,2060,Management Accounting,0
2014-2015,2063,Taxation of Business Entities,-43
2014-2015,2065,Advanced Auditing,85
2014-2015,2068,Adv Top in Mgmt Acctg/Con,0
2014-2015,2069,Cur Iss: Financ Reporting,0
2014-2015,2070,Data Analytics for Accountants,40
2014-2015,2072,Intr Professional Tax Research,0
2014-2015,2073,Research in Acct & Audit Stds,0
2014-2015,2075,Finan Statement Analysis,-12
2014-2015,2076,Global Financial Accounting,0
2014-2015,2077,Adv Top in Internal Audit,0
2014-2015,2078,Information Technology Audit,0
2014-2015,2079,Fraud Examntion & Forensic Inv,0
2014-2015,2080,Supervised Research,0
2014-2015,2081,Internship,0
2014-2015,2082,Tax Plnng for Closely-Held Bus,0
2014-2015,2083,Tax Plnng Mltijursdctionl Ents,0
2014-2015,2084,Advanced Topics in Corp Tax,21
2014-2015,2086,Research in Accounting,12
2014-2015,2096,Diagnostic Rad Preceptor,0
2014-2015,2110,Princ of Epi,-57
2014-2015,2111,Advanced Methodology,0
2014-2015,2115,Appl Biostat to EPI I,0
2014-2015,2116,Appl Biostat to EPI II,0
2014-2015,2121,Nutritional Epidemiology,0
2014-2015,2123,Epi of Infec Diseases,0
2014-2015,2125,Phonetics,-20
2014-2015,2127,Anat Physiol Sp Mechan,-105
2014-2015,2128,General & Speech Acoustics,-18
2014-2015,2129,Audiology: Diag & Manage,0
2014-2015,2130,Lang Develop in Children,-108
2014-2015,2131,Lang Disord in Children,-9
2014-2015,2138,Phonol Dis: Diag & Mgmt,10
2014-2015,2144,Clin Observ & Participatn,27
2014-2015,2146,Diagnostics Com Disorders,108
2014-2015,2147,Diagnostics Com Dis,-127
2014-2015,2157,Independent Study,1
2014-2015,2159,Research Methods & Design,-22
2014-2015,2160,Disorders Diagnosis,127
2014-2015,2161,Disorders Diagnosis,108
2014-2015,2162,Clinical Process Comm Dis,-3
2014-2015,2163,Current Profess Issues,0
2014-2015,2166,Grand Rounds,3
2014-2015,2167,Acoustics and Instru,0
2014-2015,2169,Advanced Prog Lang Cepts,25
2014-2015,2173,Advanced Computer Systems,-27
2014-2015,2176,Parallel Algorithms,-26
2014-2015,2185,Wireless Ntwkg & Mob Comp,41
2014-2015,2190,App Crypto & Comp Sci,-37
2014-2015,2205,Advanced VLSI Design,0
2014-2015,2211,Independent Study,7
2014-2015,2232,Practicum: Sp & Lang 2,0
2014-2015,2234,Independent Study,11
2014-2015,2236,Vestibular System,26
2014-2015,2241,Auditory Evoked Potentials,-5
2014-2015,2243,Communication Internship,-2
2014-2015,2244,Motor Speech Disorders,0
2014-2015,2251,Auditory Perceptl Disordr,0
2014-2015,2254,Augmentative Comm,-13
2014-2015,2260,Special Topics,30
2014-2015,2262,Special Topic,13
2014-2015,2275,Thesis Guidance,0
2014-2015,2277,Principles of Comm,-187
2014-2015,2279,Introduction to the Internet,0
2014-2015,2285,Intercultural Communication,0
2014-2015,2286,Research Methods,132
2014-2015,2287,Communication in Organization,-230
2014-2015,2289,Prin & Methods Interviewg,-97
2014-2015,2290,Interpersonal Comm.,0
2014-2015,2291,Principles of Persuasion,0
2014-2015,2294,Survey of Mass Communic,-64
2014-2015,2298,Mass Communication Theor,0
2014-2015,2299,Written Communications,10
2014-2015,2301,Intro Bus & Prof Communic,49
2014-2015,2306,Public Speaking,-5
2014-2015,2309,Communication Theory,4
2014-2015,2311,Age of Information,0
2014-2015,2315,Health Communication,-154
2014-2015,2319,Journalism,0
2014-2015,2329,Advanced Org Com,97
2014-2015,2330,Nonverbal Communication,0
2014-2015,2331,Public Relations,6
2014-2015,2332,Prncples & Tech of Advertising,-22
2014-2015,2334,Communication Graphics,0
2014-2015,2336,Promotional Writing,2
2014-2015,2337,Political Communication,-46
2014-2015,2340,Advanced Public Relations,13
2014-2015,2343,World Media Systems,15
2014-2015,2347,Spec Top in Mass Comm,47
2014-2015,2348,Spec Top in Mass Comm,0
2014-2015,2361,Radiation Safety for NMT,0
2014-2015,2364,Patient Management in NMT,0
2014-2015,2365,In Vivo Studies 1,0
2014-2015,2367,In Vivo Studies 2,0
2014-2015,2368,In Vivo Studies 3,0
2014-2015,2370,Dept Management for NMT,0
2014-2015,2373,Nucl Med Imaging Physics,0
2014-2015,2374,Clinical Conference A,0
2014-2015,2375,Clinical Conference B,0
2014-2015,2376,Clinical Rotation,0
2014-2015,2377,Undergraduate Research,0
2014-2015,2378,Basic Sci of Nuclear Med,0
2014-2015,2382,Independent Study,0
2014-2015,2414,General Pathology,0
2014-2015,2416,Systemic Pathology,0
2014-2015,2428,Perspectives in Human Biology,0
2014-2015,2429,Perspectives in Human Biology,0
2014-2015,2430,Perspectives in Human Biology,0
2014-2015,2431,Perspectives in Human Biology,0
2014-2015,2440,Evolutionary Biology,-305
2014-2015,2442,Cell Biology,84
2014-2015,2443,General Physiology Lec,0
2014-2015,2444,Fund of Bio Chemistry,0
2014-2015,2450,Prin Measurement Pub Hlth,0
2014-2015,2456,Adm Theory & Pract Ph Prac,-77
2014-2015,2463,Biological Basis Ph,0
2014-2015,2464,Mgt for Ph Practitioners,0
2014-2015,2469,Public Health Practice,0
2014-2015,2470,MPH Field Training,4
2014-2015,2473,Environmental Health,0
2014-2015,2475,Epi Appl to Environ Hlth,0
2014-2015,2477,Fundamentals Grants Dev,0
2014-2015,2485,Graduate Seminar,0
2014-2015,2486,Independent Study,5
2014-2015,2490,Study Design Epi Ph Rsch,-14
2014-2015,2507,Clin Prev Med & Prac,14
2014-2015,2512,MPH Integrative Project,1
2014-2015,2516,Thesis/Disserta Guidance,4
2014-2015,2546,Human Growth & Developmnt,691
2014-2015,2585,Supervised Teaching,0
2014-2015,2586,Independent Study,0
2014-2015,2587,Research in Rehab Science,0
2014-2015,2588,Rehabilitatn Environments,0
2014-2015,2597,Dissertation Guidance,0
2014-2015,2599,Sociology of Education,33
2014-2015,2603,Higher Education in US,30
2014-2015,2605,Historical Bases,-16
2014-2015,2606,Intercoll Athletics in HED,0
2014-2015,2608,Organization & Governance,0
2014-2015,2611,Financing Higher Education,15
2014-2015,2613,Community College,10
2014-2015,2615,American College Student,0
2014-2015,2616,Coll Acc & Choice in US,0
2014-2015,2619,Cul Diversity in H Ed,21
2014-2015,2620,Student Development,0
2014-2015,2623,Student Affairs Admin,-28
2014-2015,2626,Intro Prof. Practice in SA Adm,-7
2014-2015,2627,Capstone Sem. for SA Admin,-14
2014-2015,2628,Supervised Prof Experience,0
2014-2015,2632,Practicum in HED Research,-24
2014-2015,2642,Soc of School Knowldg,0
2014-2015,2645,Foundations of Education,21
2014-2015,2653,Ped Dysfun & Occupation,40
2014-2015,2658,Rehab Medicine 2,58
2014-2015,2659,Occup Across Lifespan,0
2014-2015,2660,Occup Across Lifespan,9
2014-2015,2663,Intro Scientific Writing,225
2014-2015,2678,Comp and Global Studies in Ed,-14
2014-2015,2691,Multicultural Ed: Theory & Pra,0
2014-2015,2695,Sociological Bases of Ed,0
2014-2015,2704,Amer Ed for Intl Students,0
2014-2015,2706,Qual Research Methods,0
2014-2015,2713,Law & Public Education,24
2014-2015,2719,Sch & Dist Cap Bldg,-28
2014-2015,2726,Studies in Educ Ldrship,0
2014-2015,2739,Lead Chg in Schs/Sch Dist,0
2014-2015,2740,Lding an Eff Sch Dist,0
2014-2015,2751,Ldrsh & Pol for Inclu,0
2014-2015,2754,Clinical Seminar Interns,0
2014-2015,2755,Clinical Seminar Interns,0
2014-2015,2756,Individual Clinical Instr,-2
2014-2015,2759,Teacher Eval and Supervision,0
2014-2015,2766,Curr and Instruc Ldrship,-10
2014-2015,2771,Indiv Guidnc Project,1
2014-2015,2773,Indiv Guidnc Dissertation,0
2014-2015,2774,Independent Study,-1
2014-2015,2777,Musical Theatre History,0
2014-2015,2780,General Physiology Lab,-3
2014-2015,2781,Fund of Bio Chemistry Lab,-45
2014-2015,2794,Molecular Biology,123
2014-2015,2806,Plant Biology,1
2014-2015,2807,Genetics,-150
2014-2015,2809,Genetics Laboratory,-12
2014-2015,2811,Adv Mol Bio Lab,21
2014-2015,2812,Adv Mol Bio Lab,12
2014-2015,2818,Developmental Biology,84
2014-2015,2820,Biology of the Microbes,0
2014-2015,2821,Developmental Bio Lab,1
2014-2015,2845,Endocrinology,0
2014-2015,2870,Health Assessment,53
2014-2015,2873,Planning Practicum,-2
2014-2015,2885,Independent Study,-14
2014-2015,2886,Advanced GIS Applications,0
2014-2015,2890,Capstn Practcm Real Estate Dev,-14
2014-2015,2892,Colloquium in Urbn Planng,-9
2014-2015,2896,Masters Project,14
2014-2015,2897,Masters Thesis Prepartn,0
2014-2015,2898,Masters Thesis,0
2014-2015,2921,Introduction to Education,7
2014-2015,2941,Sem & Prac in Ea Ch Prog,37
2014-2015,2943,Independent Study,-3
2014-2015,2947,Functional Anatomy,50
2014-2015,2952,Issues in Service Delivery,-40
2014-2015,2956,Group Proc & Interpers Skills,-110
2014-2015,2972,Prosthetic & Orthotics,0
2014-2015,2973,Prosthetic & Orthotics,-9
2014-2015,2975,Undergrad Indep Study,1
2014-2015,2979,Psychosoc Prac,-110
2014-2015,2983,Applied Geriatrics,144
2014-2015,2984,Clin Resrch Skills for OT,0
2014-2015,2986,Sens. Int. & Neuro.Therapy,0
2014-2015,2987,OT Phys Dis Prac,-53
2014-2015,2989,Community-Based Practice,0
2014-2015,2990,Applied Neurophysiology,-54
2014-2015,2991,Applic Therap Tech,0
2014-2015,3006,Computer Access 1,-48
2014-2015,3014,Applied Pediatric Practice,-120
2014-2015,3016,Lev2 Fieldwork: Phys Dis,0
2014-2015,3017,Lev2 Fldwk: Select Sites,0
2014-2015,3019,Project Guidance 1,9
2014-2015,3020,Project Guidance 1,1
2014-2015,3021,Project Guidance II,32
2014-2015,3029,Independent Study,1
2014-2015,3041,Gemms Musical Theatre Co,0
2014-2015,3044,Applied Voice for Mtr,13
2014-2015,3046,Internship Music Theatre,0
2014-2015,3050,Intro to Asian Studies,-37
2014-2015,3052,The Asian American Exper,41
2014-2015,3066,Sr Res in Asian Studies,0
2014-2015,3067,Independent Study,1
2014-2015,3068,Independent Study,0
2014-2015,3091,Medicine 2,0
2014-2015,3092,Evidence Based Practice 1,0
2014-2015,3095,Cardiopulmonary PT,23
2014-2015,3096,Foundations of PT 1,-40
2014-2015,3097,Foundations of PT 2,66
2014-2015,3101,Clinical Experience 1,0
2014-2015,3104,Neuromuscular PT 1,-70
2014-2015,3105,Neuromuscular PT 2,12
2014-2015,3106,Interprofessional Case Managem,-72
2014-2015,3115,Undergrad Superv Teach,0
2014-2015,3117,Dept Honors Thesis/Proj,35
2014-2015,3118,Undergraduate Research,4
2014-2015,3119,Independent Study,-4
2014-2015,3129,Neurobiology,0
2014-2015,3150,People of South East Asia,37
2014-2015,3183,Compar Primate Anatomy,0
2014-2015,3184,Primate Dissections,-50
2014-2015,3186,Forensic Anthro Osteology,0
2014-2015,3214,Ea Ch Prog Plan & Lead,-2
2014-2015,3216,Scientific Writing,0
2014-2015,3217,FOUNDATIONS OF ECE,-6
